Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           toroidal::dependencies() const [151]
-----------------------------------------------
                                  28             rhs_type<doublecomplex >::~rhs_type() [31]
                0.00    0.00      27/27          graph::_insert(item*) [30]
[31]     0.0    0.00    0.00      27+28      rhs_type<doublecomplex >::~rhs_type() [31]
                                  28             rhs_type<doublecomplex >::~rhs_type() [31]
-----------------------------------------------
                0.00    0.00      25/25          engineimp::_read(std::basic_ifstream<char, std::char_traits<char> >&) [129]
[32]     0.0    0.00    0.00      25         item::create(std::string, engineimp*) [32]
                0.00    0.00       5/5           rhs::create(std::string) [58]
                0.00    0.00       4/4           integrator::create(std::string) [63]
                0.00    0.00       3/3           controller::create(std::string) [72]
                0.00    0.00       2/2           simulation::create(std::string) [76]
                0.00    0.00       1/1           objective::create(std::string) [135]
-----------------------------------------------
                0.00    0.00       6/24          engineimp::run() [2]
                0.00    0.00      18/24          toroidal::control(doublecomplex *, objective*) [54]
[33]     0.0    0.00    0.00      24         variable::inc(double) [33]
-----------------------------------------------
                0.00    0.00      24/24          variable::set(double) [28]
[34]     0.0    0.00    0.00      24         engineimp::needs_updating(item*) [34]
                0.00    0.00      24/50          std::_Rb_tree<item*, item*, std::_Identity<item*>, std::less<item*>, std::allocator<item*> >::_M_insert_unique(item* const&) [25]
-----------------------------------------------
                0.00    0.00      24/24          variable::set(double) [28]
[35]     0.0    0.00    0.00      24         engineimp::item_exists(item*) const [35]
-----------------------------------------------
                0.00    0.00      22/22          engineimp::sort_pp() [130]
[36]     0.0    0.00    0.00      22         item::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [36]
-----------------------------------------------
                0.00    0.00       4/18          variable::parse(std::string) [67]
                0.00    0.00      14/18          engineimp::_read(std::basic_ifstream<char, std::char_traits<char> >&) [129]
[37]     0.0    0.00    0.00      18         real8::parse(std::string) [37]
-----------------------------------------------
                0.00    0.00       1/14          jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
                0.00    0.00       1/14          stable::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [121]
                0.00    0.00       2/14          stable_ode::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [109]
                0.00    0.00       2/14          toroidal::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [125]
                0.00    0.00       3/14          rhs_CNLS::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [122]
                0.00    0.00       5/14          rk45_tmpl<doublecomplex >::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [136]
[38]     0.0    0.00    0.00      14         real8::retrieve(void*, item*) [38]
-----------------------------------------------
                0.00    0.00      14/14          engineimp::~engineimp() [132]
[39]     0.0    0.00    0.00      14         real8::~real8() [39]
-----------------------------------------------
                0.00    0.00      14/14          graph::_insert(item*) [30]
[40]     0.0    0.00    0.00      14         real8::dependencies() const [40]
-----------------------------------------------
                0.00    0.00       1/13          controller::create(std::string) [72]
                0.00    0.00       1/13          integrator::create(std::string) [63]
                0.00    0.00       1/13          objective::create(std::string) [135]
                0.00    0.00       1/13          rhs::create(std::string) [58]
                0.00    0.00       1/13          rk45::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [118]
                0.00    0.00       1/13          simulation::create(std::string) [76]
                0.00    0.00       2/13          engineimp::engineimp(std::string, std::string, std::string) [131]
                0.00    0.00       5/13          jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
[41]     0.0    0.00    0.00      13         item::item() [41]
-----------------------------------------------
                0.00    0.00       1/12          controller::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [105]
                0.00    0.00       1/12          jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
                0.00    0.00       1/12          n_pulse_score::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [114]
                0.00    0.00       1/12          stable::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [121]
                0.00    0.00       1/12          stable_spectral_pde_1d::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [64]
                0.00    0.00       1/12          toroidal::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [125]
                0.00    0.00       6/12          item_dim::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [53]
[42]     0.0    0.00    0.00      12         integer::retrieve(void*, item*) [42]
-----------------------------------------------
                0.00    0.00       4/12          std::_Rb_tree<item*, std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > >, std::_Select1st<std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > > >, std::less<item*>, std::allocator<std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > > > >::_M_erase(std::_Rb_tree_node<std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > > >*) [70]
                0.00    0.00       8/12          variable::retrieve(void*, item*) [68]
[43]     0.0    0.00    0.00      12         std::_Rb_tree<double*, double*, std::_Identity<double*>, std::less<double*>, std::allocator<double*> >::_M_erase(std::_Rb_tree_node<double*>*) [43]
-----------------------------------------------
                0.00    0.00       1/8           engineimp::~engineimp() [132]
                0.00    0.00       7/8           engineimp::update() [47]
[44]     0.0    0.00    0.00       8         std::_Rb_tree<item*, item*, std::_Identity<item*>, std::less<item*>, std::allocator<item*> >::_M_erase(std::_Rb_tree_node<item*>*) [44]
-----------------------------------------------
                0.00    0.00       1/7           stable_ode::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [109]
                0.00    0.00       2/7           engineimp::run() [2]
                0.00    0.00       2/7           integrator::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [75]
                0.00    0.00       2/7           simulation::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [107]
[45]     0.0    0.00    0.00       7         item::retrieve(void*, item*) [45]
-----------------------------------------------
                0.00    0.00       7/7           engineimp::run() [2]
[46]     0.0    0.00    0.00       7         toroidal::is_good() [46]
-----------------------------------------------
                0.00    0.00       7/7           engineimp::run() [2]
[47]     0.0    0.00    0.00       7         engineimp::update() [47]
                0.00    0.00       7/8           std::_Rb_tree<item*, item*, std::_Identity<item*>, std::less<item*>, std::allocator<item*> >::_M_erase(std::_Rb_tree_node<item*>*) [44]
                0.00    0.00       6/6           jones_matrix::update() [48]
-----------------------------------------------
                0.00    0.00       6/6           engineimp::update() [47]
[48]     0.0    0.00    0.00       6         jones_matrix::update() [48]
-----------------------------------------------
                0.00    0.00       6/6           stable::simulate() <cycle 1> [7]
[49]     0.0    0.00    0.00       6         jones_optical::score() [49]
                0.00    0.00       6/6           n_pulse_score::score(doublecomplex *) [50]
                0.00    0.00       6/6           std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [56]
-----------------------------------------------
                0.00    0.00       6/6           jones_optical::score() [49]
[50]     0.0    0.00    0.00       6         n_pulse_score::score(doublecomplex *) [50]
-----------------------------------------------
                0.00    0.00       1/6           engineimp::engineimp(std::string, std::string, std::string) [131]
                0.00    0.00       5/6           engineimp::_read(std::basic_ifstream<char, std::char_traits<char> >&) [129]
[51]     0.0    0.00    0.00       6         integer::parse(std::string) [51]
-----------------------------------------------
                0.00    0.00       6/6           engineimp::~engineimp() [132]
[52]     0.0    0.00    0.00       6         integer::~integer() [52]
-----------------------------------------------
                0.00    0.00       1/6           controller::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [105]
                0.00    0.00       1/6           n_pulse_score::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [114]
                0.00    0.00       1/6           rhs_CNLS::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [122]
                0.00    0.00       1/6           simulation::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [107]
                0.00    0.00       2/6           integrator::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [75]
[53]     0.0    0.00    0.00       6         item_dim::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [53]
                0.00    0.00       6/12          integer::retrieve(void*, item*) [42]
-----------------------------------------------
                0.00    0.00       6/6           engineimp::run() [2]
[54]     0.0    0.00    0.00       6         toroidal::control(doublecomplex *, objective*) [54]
                0.00    0.00      18/28          variable::set(double) [28]
                0.00    0.00      18/24          variable::inc(double) [33]
-----------------------------------------------
                0.00    0.00       6/6           graph::_insert(item*) [30]
[55]     0.0    0.00    0.00       6         integer::dependencies() const [55]
-----------------------------------------------
                0.00    0.00       6/6           jones_optical::score() [49]
[56]     0.0    0.00    0.00       6         std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [56]
-----------------------------------------------
                0.00    0.00       5/5           jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
[57]     0.0    0.00    0.00       5         get_unique_name(std::string) [57]
                0.00    0.00       5/5           std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::string const&) [60]
-----------------------------------------------
                0.00    0.00       5/5           item::create(std::string, engineimp*) [32]
[58]     0.0    0.00    0.00       5         rhs::create(std::string) [58]
                0.00    0.00       1/13          item::item() [41]
-----------------------------------------------
                0.00    0.00       1/5           controller::dependencies() const [138]
                0.00    0.00       1/5           integrator::dependencies() const [139]
                0.00    0.00       1/5           objective::dependencies() const [152]
                0.00    0.00       1/5           rhs::dependencies() const [145]
                0.00    0.00       1/5           simulation::dependencies() const [140]
[59]     0.0    0.00    0.00       5         item_dim::dependencies() const [59]
-----------------------------------------------
                0.00    0.00       5/5           get_unique_name(std::string) [57]
[60]     0.0    0.00    0.00       5         std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::string const&) [60]
-----------------------------------------------
                0.00    0.00       5/5           std::_Rb_tree<std::string, std::pair<std::string const, item*>, std::_Select1st<std::pair<std::string const, item*> >, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, item*> >, std::pair<std::string const, item*> const&) [62]
[61]     0.0    0.00    0.00       5         std::_Rb_tree<std::string, std::pair<std::string const, item*>, std::_Select1st<std::pair<std::string const, item*> >, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string const, item*> const&) [61]
-----------------------------------------------
                0.00    0.00       5/5           jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
[62]     0.0    0.00    0.00       5         std::_Rb_tree<std::string, std::pair<std::string const, item*>, std::_Select1st<std::pair<std::string const, item*> >, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, item*> >, std::pair<std::string const, item*> const&) [62]
                0.00    0.00       5/5           std::_Rb_tree<std::string, std::pair<std::string const, item*>, std::_Select1st<std::pair<std::string const, item*> >, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string const, item*> const&) [61]
-----------------------------------------------
                0.00    0.00       4/4           item::create(std::string, engineimp*) [32]
[63]     0.0    0.00    0.00       4         integrator::create(std::string) [63]
                0.00    0.00       1/13          item::item() [41]
-----------------------------------------------
                0.00    0.00       1/4           jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
                0.00    0.00       1/4           stable::dependencies() const [147]
                0.00    0.00       1/4           stable_ode::dependencies() const [141]
                0.00    0.00       1/4           stable_spectral_pde_1d::dependencies() const [144]
[64]     0.0    0.00    0.00       4         stable_spectral_pde_1d::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [64]
                0.00    0.00       1/1           stable_ode::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [109]
                0.00    0.00       1/12          integer::retrieve(void*, item*) [42]
-----------------------------------------------
                0.00    0.00       4/4           jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
[65]     0.0    0.00    0.00       4         toroidal::addvar(variable*) [65]
                0.00    0.00       3/3           std::vector<variable*, std::allocator<variable*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<variable**, std::vector<variable*, std::allocator<variable*> > >, variable* const&) [73]
-----------------------------------------------
                                   4             variable::inc() [66]
                0.00    0.00       4/4           variable::retrieve(void*, item*) [68]
[66]     0.0    0.00    0.00       4+4       variable::inc() [66]
                                   4             variable::inc() [66]
-----------------------------------------------
                0.00    0.00       4/4           jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
[67]     0.0    0.00    0.00       4         variable::parse(std::string) [67]
                0.00    0.00       4/18          real8::parse(std::string) [37]
-----------------------------------------------
                0.00    0.00       4/4           jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
[68]     0.0    0.00    0.00       4         variable::retrieve(void*, item*) [68]
                0.00    0.00       8/12          std::_Rb_tree<double*, double*, std::_Identity<double*>, std::less<double*>, std::allocator<double*> >::_M_erase(std::_Rb_tree_node<double*>*) [43]
                0.00    0.00       4/4           std::_Rb_tree<double*, double*, std::_Identity<double*>, std::less<double*>, std::allocator<double*> >::_M_insert_unique(double* const&) [71]
                0.00    0.00       4/4           variable::inc() [66]
-----------------------------------------------
                0.00    0.00       4/4           engineimp::~engineimp() [132]
[69]     0.0    0.00    0.00       4         variable::~variable() [69]
                0.00    0.00       4/4           std::_Rb_tree<item*, std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > >, std::_Select1st<std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > > >, std::less<item*>, std::allocator<std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > > > >::_M_erase(std::_Rb_tree_node<std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > > >*) [70]
-----------------------------------------------
                0.00    0.00       4/4           variable::~variable() [69]
[70]     0.0    0.00    0.00       4         std::_Rb_tree<item*, std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > >, std::_Select1st<std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > > >, std::less<item*>, std::allocator<std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > > > >::_M_erase(std::_Rb_tree_node<std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > > >*) [70]
                0.00    0.00       4/12          std::_Rb_tree<double*, double*, std::_Identity<double*>, std::less<double*>, std::allocator<double*> >::_M_erase(std::_Rb_tree_node<double*>*) [43]
-----------------------------------------------
                0.00    0.00       4/4           variable::retrieve(void*, item*) [68]
[71]     0.0    0.00    0.00       4         std::_Rb_tree<double*, double*, std::_Identity<double*>, std::less<double*>, std::allocator<double*> >::_M_insert_unique(double* const&) [71]
-----------------------------------------------
                0.00    0.00       3/3           item::create(std::string, engineimp*) [32]
[72]     0.0    0.00    0.00       3         controller::create(std::string) [72]
                0.00    0.00       1/13          item::item() [41]
-----------------------------------------------
                0.00    0.00       3/3           toroidal::addvar(variable*) [65]
[73]     0.0    0.00    0.00       3         std::vector<variable*, std::allocator<variable*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<variable**, std::vector<variable*, std::allocator<variable*> > >, variable* const&) [73]
-----------------------------------------------
                0.00    0.00       2/2           __libc_csu_init [287]
[74]     0.0    0.00    0.00       2         _GLOBAL__sub_I__ZNK8toroidal12dependenciesEv [74]
-----------------------------------------------
                0.00    0.00       1/2           rk45::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [118]
                0.00    0.00       1/2           rk45_tmpl<doublecomplex >::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [136]
[75]     0.0    0.00    0.00       2         integrator::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [75]
                0.00    0.00       2/6           item_dim::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [53]
                0.00    0.00       2/7           item::retrieve(void*, item*) [45]
-----------------------------------------------
                0.00    0.00       2/2           item::create(std::string, engineimp*) [32]
[76]     0.0    0.00    0.00       2         simulation::create(std::string) [76]
                0.00    0.00       1/13          item::item() [41]
-----------------------------------------------
                0.00    0.00       1/2           engineimp::~engineimp() [132]
                0.00    0.00       1/2           rk45::dependencies() const [146]
[77]     0.0    0.00    0.00       2         rk45::~rk45() [77]
                0.00    0.00       1/1           rk45_tmpl<doublecomplex >::~rk45_tmpl() [137]
-----------------------------------------------
                0.00    0.00       1/2           engineimp::engineimp(std::string, std::string, std::string) [131]
                0.00    0.00       1/2           engineimp::_read(std::basic_ifstream<char, std::char_traits<char> >&) [129]
[78]     0.0    0.00    0.00       2         string::parse(std::string) [78]
-----------------------------------------------
                0.00    0.00       1/2           controller::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [105]
                0.00    0.00       1/2           simulation::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [107]
[79]     0.0    0.00    0.00       2         string::retrieve(void*, item*) [79]
-----------------------------------------------
                0.00    0.00       2/2           engineimp::~engineimp() [132]
[80]     0.0    0.00    0.00       2         string::~string() [80]
-----------------------------------------------
                0.00    0.00       2/2           graph::_insert(item*) [30]
[81]     0.0    0.00    0.00       2         string::dependencies() const [81]
-----------------------------------------------
                0.00    0.00       2/2           jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
[82]     0.0    0.00    0.00       2         std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >::operator[](std::string const&) [82]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<unsigned long, std::pair<unsigned long const, fftw_plan_s*>, std::_Select1st<std::pair<unsigned long const, fftw_plan_s*> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, fftw_plan_s*> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<unsigned long const, fftw_plan_s*> >, std::pair<unsigned long const, fftw_plan_s*> const&) [84]
[83]     0.0    0.00    0.00       2         std::_Rb_tree<unsigned long, std::pair<unsigned long const, fftw_plan_s*>, std::_Select1st<std::pair<unsigned long const, fftw_plan_s*> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, fftw_plan_s*> > >::_M_insert_unique(std::pair<unsigned long const, fftw_plan_s*> const&) [83]
-----------------------------------------------
                0.00    0.00       2/2           jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
[84]     0.0    0.00    0.00       2         std::_Rb_tree<unsigned long, std::pair<unsigned long const, fftw_plan_s*>, std::_Select1st<std::pair<unsigned long const, fftw_plan_s*> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, fftw_plan_s*> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<unsigned long const, fftw_plan_s*> >, std::pair<unsigned long const, fftw_plan_s*> const&) [84]
                0.00    0.00       2/2           std::_Rb_tree<unsigned long, std::pair<unsigned long const, fftw_plan_s*>, std::_Select1st<std::pair<unsigned long const, fftw_plan_s*> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, fftw_plan_s*> > >::_M_insert_unique(std::pair<unsigned long const, fftw_plan_s*> const&) [83]
-----------------------------------------------
                                   3             void std::_Destroy<std::string*>(std::string*, std::string*) [85]
                0.00    0.00       2/2           engineimp::engineimp(std::string, std::string, std::string) [131]
[85]     0.0    0.00    0.00       2+3       void std::_Destroy<std::string*>(std::string*, std::string*) [85]
                                   3             void std::_Destroy<std::string*>(std::string*, std::string*) [85]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[86]     0.0    0.00    0.00       1         _GLOBAL__sub_I__Z10f_is_emptyRSt14basic_ifstreamIcSt11char_traitsIcEE [86]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[87]     0.0    0.00    0.00       1         _GLOBAL__sub_I__Z15get_unique_nameSs [87]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[88]     0.0    0.00    0.00       1         _GLOBAL__sub_I__Z4trapPCdm [88]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[89]     0.0    0.00    0.00       1         _GLOBAL__sub_I__Z6log_psU8__vectorf [89]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[90]     0.0    0.00    0.00       1         _GLOBAL__sub_I__Z8kurtosisPdm [90]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[91]     0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN10controller5parseESs [91]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[92]     0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN10simulation11postprocessERSt3mapISsP4itemSt4lessISsESaISt4pairIKSsS2_EEE [92]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[93]     0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN11example_rhs5parseESs [93]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[94]     0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN3rhs11postprocessERSt3mapISsP4itemSt4lessISsESaISt4pairIKSsS2_EEE [94]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[95]     0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN4rk459integrateEPvdd [95]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[96]     0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN5graph6insertEP4item [96]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[97]     0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN6stable8simulateEv [97]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[98]     0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN9engineimp3runEv [98]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[99]     0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN9engineimp4readERSt14basic_ifstreamIcSt11char_traitsIcEE [99]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[100]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK10integrator12dependenciesEv [100]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[101]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK8variable5printEv [101]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[102]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK9objective12dependenciesEv [102]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [287]
[103]    0.0    0.00    0.00       1         _GLOBAL__sub_I_main [103]
-----------------------------------------------
                                1024             gaussrand() [104]
                0.00    0.00       1/1           jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
[104]    0.0    0.00    0.00       1+1024    gaussrand() [104]
                                1024             gaussrand() [104]
-----------------------------------------------
                0.00    0.00       1/1           toroidal::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [125]
[105]    0.0    0.00    0.00       1         controller::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [105]
                0.00    0.00       1/6           item_dim::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [53]
                0.00    0.00       1/2           string::retrieve(void*, item*) [79]
                0.00    0.00       1/12          integer::retrieve(void*, item*) [42]
-----------------------------------------------
                0.00    0.00       1/1           engineimp::_read(std::basic_ifstream<char, std::char_traits<char> >&) [129]
[106]    0.0    0.00    0.00       1         controller::parse(std::string) [106]
-----------------------------------------------
                0.00    0.00       1/1           stable::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [121]
[107]    0.0    0.00    0.00       1         simulation::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [107]
                0.00    0.00       2/7           item::retrieve(void*, item*) [45]
                0.00    0.00       1/6           item_dim::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [53]
                0.00    0.00       1/2           string::retrieve(void*, item*) [79]
-----------------------------------------------
                0.00    0.00       1/1           engineimp::_read(std::basic_ifstream<char, std::char_traits<char> >&) [129]
[108]    0.0    0.00    0.00       1         simulation::parse(std::string) [108]
-----------------------------------------------
                0.00    0.00       1/1           stable_spectral_pde_1d::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [64]
[109]    0.0    0.00    0.00       1         stable_ode::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [109]
                0.00    0.00       2/14          real8::retrieve(void*, item*) [38]
                0.00    0.00       1/1           stable::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [121]
                0.00    0.00       1/7           item::retrieve(void*, item*) [45]
-----------------------------------------------
                                   1             stable_spectral_pde_1d::post_integration_operations() <cycle 1> [20]
[110]    0.0    0.00    0.00       1         stable_ode::~stable_ode() <cycle 1> [110]
                                   1             stable::simulate() <cycle 1> [7]
-----------------------------------------------
                0.00    0.00       1/1           engineimp::~engineimp() [132]
[111]    0.0    0.00    0.00       1         jones_matrix::~jones_matrix() [111]
-----------------------------------------------
                0.00    0.00       1/1           engineimp::~engineimp() [132]
[112]    0.0    0.00    0.00       1         jones_optical::~jones_optical() [112]
                0.00    0.00       1/1           jones_optical::~jones_optical() [113]
-----------------------------------------------
                0.00    0.00       1/1           jones_optical::~jones_optical() [112]
[113]    0.0    0.00    0.00       1         jones_optical::~jones_optical() [113]
                0.00    0.00       1/1           stable_spectral_pde_1d::~stable_spectral_pde_1d() [116]
-----------------------------------------------
                0.00    0.00       1/1           engineimp::sort_pp() [130]
[114]    0.0    0.00    0.00       1         n_pulse_score::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [114]
